label,other,area,name,gros_label,sectors,x,y
11C03,NO,11,G61 3,QLC03,,254703.872091652,672877.148828413
30C21,NO,30,G63 0 (part),RGC21,,239984.980677124,690907.740470482
11C07,NO,11,G62 8 (part),QLC07,,255839.896009262,674981.289962874
11C10,NO,11,G64 3,QLC10,,261034.31383099,671381.793865508
23C04,NO,23,G66 5 (part),QZC04,,265817.466028808,670620.196196158
11C17,NO,11,G66 5 (part),QLC17,,266179.555256431,671451.901710539
04C23,NO,04,PA33 1,QDC23,,210797.238343137,725853.87582965
30C21,NO,30,G63 0 (part),RGC21,,238644.867299252,691203.744787789
04C03,NO,04,G83 8 (part),QDC03,,238096.560050944,693388.582143854
29C34,NO,29,ML3 9,RFC34,,269254.197016294,654444.481255237
23C18,NO,23,ML1 1,QZC18,,276732.151616306,655902.837252034
23C17,NO,23,G71 7 (part),QZC17,,269117.1465036,661568.676544779
23C12,NO,23,G69 7 (part),QZC12,,270052.207899629,664044.850744904
14C73,NO,14,EH9 2,QPC73,,326553.213930428,672093.692055148
23C30,NO,23,ML5 1,QZC30,,272498.575309828,664906.589016642
23C32,NO,23,ML5 3,QZC32,,273874.780060798,665005.86252447
31C23,NO,31,ML7 5 (part),RHC23,,291036.854537931,664623.396004775
31C05,NO,31,EH47 8,RHC05,,294738.459273288,662598.238273095
31C18,NO,31,EH54 7,RHC18,,303079.161527492,668288.213198406
31C15,NO,31,EH53 0 (part),RHC15,,306861.24119497,666866.800488165
31C15,NO,31,EH53 0 (part),RHC15,,306736.559129187,669306.033539037
11C12,NO,11,G65 9 (part),QLC12,,269765.532304268,675383.742570939
15C14,NO,15,FK3 0,QQC14,,293081.978129331,680334.178032094
16C21,NO,16,KY12 9 (part),QRC21,,300388.445000248,689527.951548879
14C22,NO,14,EH14 3,QPC22,,319949.634291314,669407.152362388
14C19,NO,14,EH13 9,QPC19,,323288.617565279,669038.146102483
14C56,NO,14,EH4 8,QPC56,,318369.698941363,674781.379185056
14C48,NO,14,EH30 9 (part),QPC48,,318870.800468994,676854.216437854
14C08,NO,14,EH11 1,QPC08,,323460.64079143,672031.986464238
14C09,NO,14,EH11 2,QPC09,,323126.774299174,672527.147081123
14C45,NO,14,EH3 7,QPC45,,324277.888098055,673711.512967433
14C74,NO,14,EH9 3,QPC74,,326222.436902509,670698.815244497
14C04,NO,14,EH10 4,QPC04,,324661.443041898,671795.59710395
14C72,NO,14,EH9 1,QPC72,,325835.453054635,672202.456066904
14C46,NO,14,EH3 8,QPC46,,324380.718161858,673016.311168638
14C71,NO,14,EH8 9,QPC71,,326244.280717891,673000.387283391
14C02,NO,14,EH1 2,QPC02,,325160.273944432,673455.359565782
14C38,NO,14,EH2 4,QPC38,,324717.596747456,673824.2811105
14C44,NO,14,EH3 6,QPC44,,325065.789124439,674427.126099153
14C37,NO,14,EH2 3,QPC37,,325022.539334936,673950.314561369
14C01,NO,14,EH1 1,QPC01,,325887.293989458,673544.432253556
14C36,NO,14,EH2 2,QPC36,,325378.336322275,673867.770250359
16C40,NO,16,KY6 1,QRC40,,326026.765816983,701254.790635572
14C35,NO,14,EH2 1,QPC35,,325299.236232879,674189.216525515
14C03,NO,14,EH1 3,QPC03,,325924.795747289,674369.886972997
14C67,NO,14,EH7 5,QPC67,,326829.711574697,674554.086477399
14C52,NO,14,EH4 4,QPC52,,321943.915526296,676077.836392275
14C58,NO,14,EH5 2,QPC58,,323467.992325237,676172.095833838
14C43,NO,14,EH3 5,QPC43,,324657.299650517,675328.360645168
14C66,NO,14,EH7 4,QPC66,,325760.118536232,675330.008147536
14C62,NO,14,EH6 5,QPC62,,326409.414376607,675809.107746271
14C59,NO,14,EH5 3,QPC59,,324734.419760897,676546.02138799
14C61,NO,14,EH6 4,QPC61,,325795.363213107,676534.001578836
14C65,NO,14,EH6 8,QPC65,,327225.745824115,675440.600015085
16C32,NO,16,KY3 0,QRC32,,318919.148775004,682548.425336361
16C33,NO,16,KY3 9,QRC33,,326905.653420548,686912.650947729
14C39,NO,14,EH21 8 (part),QPC39,,331993.709807959,671831.86710997
06C01,NO,06,FK10 1,QFC01,,287110.373690401,691820.752335659
16C35,NO,16,KY4 8,QRC35,,317777.139559279,692822.324560813
09C10,NO,09,DD2 5 (part),QJC10,,335486.958256802,730393.873684118
09C04,NO,09,DD1 4,QJC04,,339736.767402264,729757.110720569
09C05,NO,09,DD1 5,QJC05,,339289.152237344,730321.595592669
09C01,NO,09,DD1 1,QJC01,,340033.668417809,730390.657148139
09C03,NO,09,DD1 3,QJC03,,341025.323007499,730461.643589989
09C02,NO,09,DD1 2,QJC02,,340494.076132324,730787.85674459
04C29,NO,04,PA38 4 (part),QDC29,,191714.721028276,749139.644006768
09C09,NO,09,DD2 4,QJC09,,335898.15199112,731473.083084972
09C13,NO,09,DD3 7,QJC13,,340385.043806953,731620.94129941
09C11,NO,09,DD3 0 (part),QJC11,,339565.063184518,733643.617909298
32C08,NO,32,HS7 5,RJC08,,83241.6938024141,847243.294574441
32C08,NO,32,HS7 5,RJC08,,84613.2776955804,846067.247027194
32C08,NO,32,HS7 5,RJC08,,80286.5667854368,856972.78403775
32C08,NO,32,HS7 5,RJC08,,84410.5690499596,855195.433268275
18C32,NO,18,IV41 8,QTC32,,174739.921936246,827154.198324214
18C20,NO,18,IV21 2,QTC20,,178142.514108094,873990.109831068
21C21,NO,21,IV36 3,QXC21,,304315.686366078,859255.279149184
21C19,NO,21,IV36 1,QXC19,,305017.512506792,859281.021310799
21C15,NO,21,IV30 6,QXC15,,319989.789171388,862984.645113479
18C61,NO,18,KW14 8,QTC61,,311855.979192741,968533.782131516
24C01,NO,24,KW15 1,RAC01,,337921.067499794,1013486.28081609
02C01,NO,02,AB12 3 (part),QBC01,,393864.313306809,797424.442196894
01C14,NO,01,AB15 5,QAC14,,391705.761989974,806574.776355283
01C13,NO,01,AB15 4,QAC13,,392592.875025286,806392.270300876
01C02,NO,01,AB10 6,QAC02,,393382.32854271,804552.360024243
01C06,NO,01,AB11 7,QAC06,,393882.816863131,804787.327062342
01C32,NO,01,AB25 1,QAC32,,393020.463055179,806018.04912684
01C01,NO,01,AB10 1,QAC01,,393214.096866625,805978.07375595
01C32,NO,01,AB25 1,QAC32,,393727.73098458,806647.464214707
01C05,NO,01,AB11 6,QAC05,,393907.289699893,805603.252120782
01C01,NO,01,AB10 1,QAC01,,394111.988500902,806395.12520913
01C21,NO,01,AB16 7,QAC21,,390686.45807601,808521.428070332
01C30,NO,01,AB24 4,QAC30,,392245.445500264,808449.756656957
01C29,NO,01,AB24 3,QAC29,,393743.721586569,807951.350645749
01C34,NO,01,AB25 3,QAC34,,393027.954571166,807380.515838201
01C27,NO,01,AB24 1,QAC27,,394635.774367936,808706.440633171
02C53,NO,02,AB54 8,QBC53,,352673.353169269,839949.282741981
02C28,NO,02,AB42 3,QBC28,,408827.722844856,836440.785101303
02C28,NO,02,AB42 3,QBC28,,412027.93838764,847309.73176409
24C03,NO,24,KW17 2,RAC03,,366547.074656324,1029577.90311174
27C02,NO,27,ZE2 9,RDC02,,468952.537185459,1172045.01267967
